id	tweet	subtask_a
6782	Βάλτε την σουζανα στην ταράτσα πάλι να κατέβει..... Η γαζελα δεν μπορεί την ελαφριά κλίση....! #gntmgr	NOT
1936	@USER Καλα σου εκανε. Αφου εισαι βλακας. Φαντασου ουτε ο Αδωνις δεν αντεχει τις μαλακιες σου.	OFF
2874	Παραγωγουλα εχετε την εντυπωση οτι μας δουλευετε....,με την εντυπωση θα μεινετε...γελοιοι ολοι σας...!αι στα κομματια να τελειωσει επιτελους...,μας εχετε αηδιασει,οσο κανενα αλλο ριαλιτι ... #skaipolxeftiles #poweroflovegr #theofficialsgr	OFF
5065	- Είσαι Ρουβιτσα; - Όχι, Πασχαλίτσα. - ; - Φαν του Πασχάλη... #TheVoiceGR	NOT
1006	Επιτέλους, θα γίνει κυβέρνηση η ΝΔ και θα τρέχουμε ξεβράκωτοι στα λιβάδεια γιατί βρακί δεν θα έχει ο κώλος μας *με ΣΡΖ μας είχε μείνει το βρακί	OFF
8725	Να πας να αγαπηθείς #kalomesimeraki	NOT
10007	ενταξει ετοιμαστε χαρτομαντηλα για αυριο #erwtasmeta	NOT
2846	@USER Σωστά μιλάς τώρα. Γυναικεία φιλία είναι σπάνια, γιατί μπερδεύουν τη φιλία με τον ανταγωνισμό. Οι άντρες το λέμε: αδέρφια κ συναγωνισμό...	NOT
2992	@USER Ε ναι εντάξει αυτό κάνει, γλύφει την εξουσία. Άλλωστε γιατί να σε αφορά το να μην έρθουν στην εξουσία αυτοί που βρίζουν ρομά, μετανάστες, ομοφυλόφιλους, ανέργους, άλλωστε όλοι ίδιοι είναι ε;	NOT
3279	@USER Σύντροφε δεν ρώτησα τι είσαι εσύ. Άλλο ρώτησα. Τώρα, αν απλώς ενημερώνεις δημόσια ότι είσαι μαλάκας, καλά κάνεις αλλά δεν με ενδιαφέρει.	OFF
4409	Ειχα ξεχασει ποσο κοντη ειναι! 1.57 το Γωγουλινι #shoppingstar	NOT
6706	Απανωτά εγκεφαλικά οι FF. #gntmgr	NOT
4020	@USER Κρίμα εσύ είσαι καλό παιδί.	NOT
10074	Πάντως τα δικά μου τα μάτια, μέσα στο #GNTMgr βλέπουν ένα τσούρμο κοριτσάκια και μονο μία γυναίκα. Τη Μαρίνα.	NOT
8208	@USER Έχει το κεφάλι της ήσυχο η γυναίκα... Αλλά ποτέ δεν είναι αργά να ξέρεις. Η μαμά μου ξύπνησε στα 58 της, έπαψε να είναι το θύμα όλων και τώρα ζει καλύτερα.	NOT
3370	@USER Είσαι κυπραιαααα;	NOT
6656	Η σκατοκατια θελει κακια στο αβανταζ! Φαινεται ο χαρακτηρας της! #gntmgr	OFF
1064	@USER Eυχαριστω πολύ και εσύ να είσαι πάντα καλά ️	NOT
10201	Κάτι τέτοιες σαν την Σουζάνα βλέπουν κάποιοι που μιλάνε για ανωτερότητα της άσπρης φυλής και πέρνουν αέρα.. #gntmgr	NOT
9216	@USER Αεί μωρη καριολα που όποιος δεν γουστάρει τους ισλαμιπιθηκους που περιμένεις να σε γαμησουν είναι φασίστας.	OFF
2216	@USER Τα λεωφορεία με τους ρομα μην ξεχάσετε σύντροφε αλλιώς θα είσαι εσύ και ο τζανακοπουλος μόνο	NOT
9499	"""Μια που τα ρούχα είναι """"υδάτινα"""", μάλλον θα κλαίνε πάνω σου Ασημίνα μου... #gntmgr"""	NOT
7777	Επιτελους μιλησε η Μαρινα #GNTMgr	NOT
9642	"""@USER Γιατι τις """"ακραιες φωνες"""" μια ΚΥΒ έχει το ελευθερο να τις αντιμετωπίζει με ακραιες μεθόδους, όπως σας υπενθημισε και ο κυριος Βαρβιτσιώτης """"Να ξέρουν όσοι δεν δέχονται στις περιοχές τους πρόσφυγες – μετανάστες, ότι έχουμε τρόπο να τους το επιβάλλουμε"""""""	NOT
4811	Εμένα Νίκο μου η μαμά μου έλεγε να μην κάνω παρέα με την ξαδέλφη μου γιατί είχε σφηνωμένο ....... στον εγκέφαλο...... Άρα καλά τα λες! #kalomesimeraki	NOT
7294	Έχει γίνει κάποιο mashup Τσενι φερλοπεζ με Αντελ; #XFactorGR	NOT
3794	τι εισαι; εισαι το μεσοαστικο γυναικακι μου;	NOT
2362	"""@USER Οταν λες ποσοστιαια εννοεις αυτο που ενας ραντομ γραφει ενα απατο τουιτ """"γιατι δεν προσλαβατε μαυρους ηθοποιους"""" και μετα εχεις χιλιαδες μαλακες μεχρι και στη Ελλαδα να κλαιγονται οτι """"politically correctness gone mad"""";"""	OFF
2499	@USER Ποσό μαλακα είσαι......χουντικό κατασκεύασμα......φασιστααααααααααααααα......	OFF
5033	@USER Γιατί μ' αρέσουν οι άντρες ίσως;	NOT
532	@USER Δεν είσαι εσύ	NOT
3854	ΝΑΙ ΡΕ ΚΑΤΙΑ!Ναι , πήρες την ευθύνη και διορθωνεις τα λάθη σου! #gynaikaxwrisonoma	NOT
768	@USER Χρόνια πολλά να σε χαιρόμαστε να εισαι καλα παντα	NOT
9179	Θα φαωτουρτανα συνέλθω απαπά #XFactorGR	NOT
7542	Η Άννα Μανωλαρακη δεν μοιάζει λίγο στη Ζωή Κωνσταντόπουλου;... #TheVoiceGR	NOT
560	Φίδι φαρμακερό η Ρεγγίνα σκύλα και κακό φθονερο στοιχείο που μπήκε μέσα κ το έπαιξε κανονικά στον Παύλο Παπαδόπουλο κ αυτοσ δεν μάσησε ( ευτυχώς) χειρότερη κ από Άννα και από νερτζη .πραγματικά ΚΑΚΟ ΑΝΤΕΡΟ #PowerofloveGR	OFF
3869	"""@USER Είμαστε """"μαλάκες""""!"""	OFF
8400	Σε αυτό το σημείο νομίζω με ενοχλεί περισσότερο η Άννα και το υφάκι της παρά η Σουζάνα #gntmgr	NOT
1147	Κάνεις πως δεν το ξέρεις; #giatinparea	NOT
688	@USER Γιατι γελάς ρε δυο άντρες δεν μπορούν να λένε ο ένας τον άλλον αγάπη μου ;	NOT
793	Ακόμα μεγαλύτερη ξεφτίλα κι από το -9,5% για τον Ικέτη είναι αυτοί που εξέλεξε! Κουντουρά, Κόκκαλης, Γεωργούλης! #syriza #syriza_xeftiles #The_End #ekloges2019 #Εκλογες_2019	NOT
706	Καλέ τι έκανε η Γωγώ; Δεν το είδα αυτές τις μέρες #shoppingstar	NOT
5207	Είναι ιδέα μου ή η Άννα περπαταγε με ανοιχτά τα πόδια σαν χεσμενη; #gntmgr	OFF
5006	Όλοι περιμένουμε την φωτογράφηση με τα κοτόπουλα.. #GNTMgr	NOT
8495	Ακόμα δεν έχει τελειώσει ο ιατροδικαστής και βγήκαν τα αποτελέσματα DNA; #erwtasmeta	NOT
5600	"""Ο Αντζελο σε φάση """"τι αμαρτίες πληρώνω για το Bauhaus"""" #gntmgr"""	NOT
8070	περνάμε ένα εισόδημα, το τρίτο εισόδημα #kalytera	NOT
4343	#ήρθε Και είναι μπλε Εωεεεεεεεεε όλη η Ελλάδα είναι μπλε Εωωωεεεεωεεε #EuropeanElection2019 #ekloges2019 #εκλογες2019 #Ευροεκλογες2019 #ερχεται_ΠΟΥΤΣΑ #ερχεται_ΒΟΙΔΟΠΟΥΤΣΑ @USER #syriza_xeftiles	NOT
2210	"""@USER Γιατί, πουλί, δεν κελαηδείς `πως κελαηδούσες πρώτα; Άχ, πώς μπορώ να κελαηδώ `πως κελαηδούσα πρώτα; Μου πήραν τον Αλέξη μου μου πήραν τη λαλιά μου… Και ήταν και τόσο χοντρή, που """"βρήκε"""" στα λαιμά μου... (Παραδοσιακό Μακεδονίτικο)"""	NOT
7626	Mission impossible πραγματικά η ανεπανάληπτη @USER έκανε τις ένδοξες εποχές του MTV #kalytera	NOT
3850	@USER Λάθος νομίζω κ.Κυρτσο.Εγω ψήφισα ΝΔ και εσενα διοτι συμφωνείς στον έλεγχο των Συνορωνκαι είσαι κατά των ανοιχτών συνορων=κομουνισμος=σιωνισμος=συριζα	NOT
1687	@USER Σε ευχαριστώ, σε ευχαριστούμε! Επίσης στην υγειά σου (σας), και να είσαι (είσαστε όλοι) καλά!	NOT
2633	Γιούνκερ: Η ιστορία θα δείξει ότι η καγκελάριος Άγγελα Μέρκελ είχε δίκιο για τους πρόσφυγες	NOT
6291	Απολογείται ο Νίκος Μιχαλολιάκος στην δίκη της Χρυσής Αυγής	NOT
2539	Εταιρεία Σιεμενς #ΝΔ_ξεφτιλες #ολοι_οι_ναζι_μπορουμε #skai_xeftiles #ΜΗΤΣΟΤΑΚΗΣ_ΦΩΦΗ_ΔΙΚΈΦΑΛΟ_ΤΕΡΑΣ_ΤΗΣ_ΔΙΑΠΛΟΚΉΣ	NOT
7209	@USER Τά λεφτά δεν φτιάχνουν τόν άνθρωπο, ιδού το αποτέλεσμα, απλά τόν κάνουν μούμια, και από μία όμορφη γυναίκα μετατρέπεται σε μία έξυπνη γριά,⭐	NOT
1695	Δεν μας τα λέει καλά η Καγιά... Επειδή κάνει το υπάκουο και καλό παιδάκι το Γωγουλίνι, άκουσε όλες τις συμβουλές της... έκανε ότι της είπε... Μας το πάει για νικήτρια του #shoppingstar ... Να μου το θυμηθείτε...	NOT
2055	Εχτές κατάλαβα πως εδώ μέσα βλέπεις ότι σε ενδιαφέρει. Όταν είσαι καλά έχεις όρεξη κ χρόνο για βαβούρα. Όταν είσαι χάλια νομίζεις πως το τλ είναι κενό ή κόλλησε.⭐	NOT
6678	Η Ασημινα αισθάνεται τόσο υπέροχα, η Κάτια νιώθει έξαψη, η Μαρίνα νιώθει γαλήνια, η Χαρά το απολαμβάνει κοκ.. Δε λένε ότι κοντεύουν να πεθάνουν από το άγχος τους. Υποκριτριες #GNTMgr	OFF
5038	Μαρεσει οταν εχουν πλατό γιατι καμια δεν φοραει σουτιεν #gntmgr	NOT
3423	Τι θα πάθεις εάν βγει η ΝΔ και κυρίως εάν βγει αυτοδύναμη: - κόψιμο δώρων Πάσχα, Χριστούγεννα και επίδομα αδείας - ελαστικοτερες συμβάσεις - κατάργηση 5χ8 :40 ώρες την εβδομάδα - ετοιμάσου για 7 ημέρες ξεθεωμα με τα ίδια ακριβώς λεφτά , ειδικά εάν είσαι χαμηλόμισθος	NOT
9798	"""Αντι να λες """"τι κάνει το ΕΣΡ"""" κανε εσύ καταγγελία για το #mesimeri_skai Εύκολο είναι, εδω μπαίνεις και συμπληρώνεις τη φόρμα"""	NOT
3408	@USER Γυναίκες υπάρχουνε γύρω μας στοίβα! Άλλο ο έρωτας ρε... Τρολάρεις πάντως συστηματικά ε;	NOT
1304	@USER που θα είσαι μαρη;	NOT
9067	Όλοι αυτοί στο #xfactorgr είναι για να παίξουν άντε σε κανένα κουτουκι. Φωνές σαν αυτών , υπάρχουν χιλιάδες, ιδιαιτερότητα καμια.	NOT
6691	Τι γελας μωρη μουρλοκακομοιρα;	OFF
1717	@USER Ποιος σου είπε ότι θα πάμε για μπάνιο; Εσύ που ψήφισες ΟΧΙ στο δημοψήφισμα, εσύ που έσκισες τα μνημόνια και τον ΕΝΦΙΑ εσύ που ξεπούλησες την Μακεδονία, εσύ που νομιμοποιείς το ανθελληνικό κράτος με την ψήφο σου; Είσαι καλά;	NOT
7870	ΟΛΗ Η ΕΛΛΑΔΑ ΤΩΡΑ #GNTMgr	NOT
7807	Πως γίνεται να γλιτώνουν πάντα γαμω τα βύσματα; #XFactorGR	OFF
3512	Να είσαι ο Καρατζαφέρης, να βλέπεις τα «παιδιά» σου να διαπρέπουν, τον Άδωνι αντιπρόεδρο της μελλοντικής κυβέρνησης και τον Βελόπουλο στην Ευρωβουλή εσύ να μη βρίσκεις στην κάλπη ούτε την ψήφο σου. Μη σου τύχει! Μόνο ο Καμμένος και ο «σύντροφος» Πολάκης νιώθουν την πίκρα σου..	NOT
5185	Γυναίκα αράχνη, είχε κάνει 3 γάμους	NOT
5389	Κάτια πονάς; Φταίει ο ψαράς..... #GNTMgr	NOT
6818	Αυτό πάνω στ σκαμπό πως γίνεται να φαίνεται στ αέρα; Δεν τ είδα από την αρχή #gntmgr	NOT
5210	η Πατλάκη έχει έγκυρο ρεπορτάζ #not #kalytera	NOT
3940	@USER καύλα μεγάλη είσαι	OFF
2219	Γωγουλίνι; Σάλτα γαμησουλίνι! #shoppingstar	OFF
5926	Ο Τσαουσοπουλος μουτρωσε που εκανε μαλακια και του την είπε ο Θεοφάνους. Θα σκοτωθούν αυτοί #XFactorGR	NOT
644	@USER Δεν εισαι τρελη..Αχ δεν ειμαι κοντά να σε βοηθησω να την φάμε..	NOT
84	@USER Παρακαλούμε Βανζέλ. Ευχαριστούμε κι εμείς για το γέλιο που απλόχερα προσφέρεις. Αύριο θα επανέλθω κι ελπίζω να είσαι εδώ και κεφάτος.	NOT
4721	Από τους Αρκιούς στη Φολέγανδρο… . . . . . . #shoppingstar . #giatinparea . #ekloges19	NOT
1100	@USER Ποτε δεν υπηρξε ξυλινος ο Βενιζελος . Η αυτοκριτικη γινεται στην πραξη ,εβαλε πλατη για την χωρα τοσο επι Παπαδημου οσο επι Σαμαρα. Ο Γιωργακης θα εκανε το δημοψηφισμα ξεφτιλα που αργοτερα εκανε ο τσιπρας αν δεν τον εδιωχνε κλωτσηδον ο Σαρκοζι κα θα μας ειχε βουλιαξει	NOT
450	@USER Καμία λησμονιά. Κατακραυγή για μια ζωή και φυλακή! Το αίμα των νεκρών και η ασέβεια απέναντι στους νεκρούς να της υπενθυμίζεται όπου πατάει το πόδι της η καριόλα!	OFF
6617	Ακόμη ένας άχρηστος μαλακας που δεν θέλει να λύσει ένα απλό πρόβλημα	OFF
5820	Τι καλη η μαμα Μπρατη! #GNTMgr	NOT
5710	#gntmgr Η Ιλντα είναι τόσο αδιάφορη στο παιχνίδι που ουτε οι συμπαίκτριες τις δεν θυμούνται το όνομα της	OFF
9119	Πάντως για αυτούς που γνωρίζουν τον έρωτα της ζωής τους μετά τον γάμο τους, πρεπει να είναι μεγαλο βάσανο. #erwtasmeta	NOT
2299	Γιατί μωρέ, ούτε εσύ συμφωνείς με τα πολύ ναζιστικά ε; #ξεφτιλες_δεξοι	NOT
5205	Καταλάβατε τώρα γιατί θα συνεχίσουν οι άντρες να θεωρούν φυσιολογικό να παρενοχλούν σεξουαλικά τις γυναίκες; Γιατί τέτοιες γυναίκες μεγαλώνουν άντρες.	NOT
1423	Παππάς: Φταίει... η αποχή για την βαριά ήττα του ΣΥΡΙΖΑ! ΠΑΠΠΑ ΣΕ ΒΛΕΠΩ.......ΕΙΣΑΙ ΕΤΟΙΜΟΣ ΓΙΑ ΤΟ ΦΕΓΓΑΡΙ....ΕΤΟΙΜΑΣΕ ΤΟΝ ΠΥΡΑΥΛΟ ΠΟΥ ΕΤΑΞΕΣ ΚΑΙ ΠΑΡΕ ΚΑΙ ΤΗΝ ΚΟΥΤΣΟΔΙΑ ΣΟΥ ΜΑΖΙ .	NOT
1641	@USER Βλάβη για τη Δημοκρατία είσαι Ψαριανε.	NOT
3115	Οι δεξιοί πάντως το παιχνίδι της δημοσιότητας το έχουν καλύτερα. Το φάγαμε το καρότο με τον Κυμπουροπουλο, τον βγάλαμε πρώτο σε σταυρούς. Τρενταρουμε τώρα τον Μπογδάνο και τον Παπαδημητρίου και θα τους κάνουμε βουλευτές. Δεν βάζουμε μυαλό σύντροφοι.. #skai_xeftiles #ΝΔ_ξεφτιλες	NOT
8248	@USER Χαχαχα μου φαίνεται μουτι στα αρβανίτικα είναι μουνι	OFF
5547	Λέ πουλε Φρομ δε Μπρονξ #gntmgr	NOT
3331	@USER Καλά είσαι. Κρατάς λιγο ακόμη ......	NOT
7118	τα γυρίσματα έγιναν στο σπίτι του Πατούλη ; #TheVoiceGR	NOT
405	@USER Καλε οκ..το εκανε..πανω στην ενταση το καταλαβαίνω. .αλλα αφου εισαι προκλητικός να δεχεσαι μετα την αντιδραση..ο μπορα αντεδρασε πανω σε αυτο..βασικα όλοι προκαλούν ας τα δέχονται μετα..Μην παρεξηγιουνται	NOT
6690	@USER Εχεις δηλαδή μισή ντουλάπα και πάλι παραπονιέσαι ; Τι είσαστε εσεις οι άντρες ρε !	NOT
3693	Στις εκλογές δεν ψηφίζεις βάσει αυτού που είσαι αλλά αυτού που είναι άλλοι και θα ήθελες να είσαι. Θα ήθελες να είσαι ελίτ, θα ήθελες να μένεις Εκάλη, θα ήθελες να έχεις λέφτά.Ινσταγκραμ κι εδώ.	NOT
3553	@USER Αν κανατε και σεις το ιδιο με το τετράποδο πολακη καλο θα ηταν. Αλλα απο οτι φαινεται ο Μητσοτάκης εχει αρχιδια, εσεις παίζεται.	OFF
7514	Γερές βάσεις ο έρωτας Μιλτου Ιφιγένειας εκτός συνόρων μη τον είδατε τον Παναή #kokkinopotami	NOT
7259	Μαρτίνα στα τσακιδια Σκατοψυχη Σουζάνα θα ξαναβγείς σύντομα ! #gntmgr	OFF
2200	Η θλιβερή εντύπωση του ελληνικού λαού είναι ότι η Δικαιοσύνη πιέζεται κ εκβιάζεται από τους υποστηρικτές ενός αιμοσταγούς δολοφόνου,που απειλούν ότι θα κάψουν την Αθήνα!Η κυβέρνηση ευθύνεται,γιατί μείωσε από 18 σε 8 τα έτη έκτισης ποινής ως προϋπόθεση για χορήγηση άδειας! @USER	NOT
1234	@USER Σωστός είσαι εδώ ._	NOT
1065	Τσιπραααα Που εισαι καλεεεεεεεε Ειναι δωδεκα η ωρα.. Ειναι η ωρα. των τρελων	NOT
973	Το πιο όμορφο πράγμα που μπορείς να ακούσεις σε ένα άτομο είναι η επιθυμία του να μη σε χάσει... να νιώθεις ότι είσαι αυτό το κάτι που έκανε τη ζωή του καλύτερη!	NOT
4505	τώρα είναι που οι άντρες δεν κοιτούν γιατί βλέπουν μπάλα ευκαιρία να ξυρίσετε κάνα μουστάκι μερικές	OFF
1561	Μους σοκολάτας με γάλα καρύδας.Εύκολο επιδόρπιο με ελαφριά και βελούδινη γεύση ...... . . . . . . #Εκλογες_2019 #vouli . #giatinparea . #shoppingstar . #poweroflovegr . #ekloges19 . #tatouaz . #ΞΑΝΑΕΡΧΕΤΑΙ . #fosstotounel #kalytera	NOT
2143	Εντάξει Μανώλη μου για το καλό σου μιλάνε τα παιδιά μην είσαι κι εσύ ξινός. #MasterChefGR	NOT
9016	Για αυτες τις φατσες ζουμε! Μπραβο μωρη Κεϊσι! #gntmgr	NOT
5001	#erwtasmeta εεεεεε τα θέλει ο ποπος της .. δεν μπορω είπα να δείξω κατανοηση αλλα μερικές φορες το τραβάει ο οργανισμός τους... και της ηλέκτρας και του χρηστού	NOT
4233	@USER Το τραγικό ειναι οτι βλέπεις γυναίκες να το αντιμετωπίζουν ως χαριτωμενιά του στυλ «ελα μωρέ σιγά πια. Τι της είπε»	NOT
2269	η αδερφή μου βόλτα μέχρι τη θάλασσα και εγώ βόλτα στο κωλοχωρι να πουμε....	NOT
9344	άντε σπιτάκι σου #gntmgr	NOT
7448	Κωνσταντίνα το είχαμε καταλάβει εδώ κ καιρό ότι είσαι σιγανοπαπαδιτσα! #gntmgr	OFF
818	χαλια βάφεται αυτη #shoppingstar	NOT
3886	@USER δεν είσαι ο μόνος ...ούτε εγώ και καλύτερα εδώ που τα λέμε	NOT
5927	Το είπα και πριν.. το λέω και τωρα οτι η Μουτίδου είναι ΥΠΕΡΟΧΗ. Πεθαίνω με τα βίντεο της #kalomesimeraki	NOT
6403	#GNTMgr Κάτια, έχεις ανεβάσει τον εμετό ψηλά... Έχει φτάσει στον οισοφάγο!	OFF
6807	Αυτοί οι άνθρωποι πληρώνονται για αυτό το πραγμα! Ελλάδα 2019 #mesimeri_skai	NOT
6060	Δάγκωσε τη γλώσσα της μάλλον #gntmgr	NOT
6660	Έλα να αρχίσει το #GNTMgr το σωστό, το επετειακό.	NOT
9841	Πω κρίμα η Σουζάνα. Ρεζιλευεται. Αν είχε λίγη αξιοπρέπεια θα είχε αποχωρήσει μόνη της καιρό τώρα. #gntmgr	NOT
6680	Ελευθερία και αγκαλιά στην Σουζανα. Εγώ ουτε ΓΕΙΑ θα της έλεγα #gntmgr	NOT
6425	Προσπαθείς πολύ μέσα σου όμως ρε Σουζάνα μπορεί και 20 χιλιάδες λεύγες μή σου πώ.... #gntmgr	NOT
3026	Ο Τσίπρας ο άθλιος θα προκαλέσει τον λαό και την αντιπολίτευση Φεύγει και θέλει να αφήσει πίσω του στάχτες ο προδότης Ο βρωμιάρης Σενάρια αλλαγών στη Δικαιοσύνη	OFF
1646	Οι γυναίκες της Κρήτης συγχαίρουν τις γυναίκες που εξελέγησαν -	NOT
3515	@USER *και αν την βρεις στα 27;πάντως αν το επιβεβαιώνεις με όποιον γνωρίζεις όλα τα υπόλοιπα χρόνια και δεν μπορείς να είσαι με αυτή γενικότερα περιέχει ένα δράμα...	NOT
5891	Αυτό το τικ με τη γλώσσα να το κοιτάξει η ΣΚάτια #gntmgr	OFF
2964	Π.Πιέρρος: Όταν υπηρετείς το επάγγελμα του ηθοποιού είσαι μονίμως άνεργος -	NOT
1498	Μαλακες έλεος με την προπαγάνδα εδώ μέσα. Ότι γουστάρει ο καθένας θα ψηφίσει. Μην μας κουνάτε το δάχτυλο και μην μας λέτε ψήφισε αυτόν και όχι αυτόν. Και στην τελική άντε και γαμηθείτε. Έχουμε άποψη και κρίση, εν αντίθεση με εσάς που έχετε άχυρα στο κεφάλι σας. Αι σιχτιρ.	OFF
3804	Ο #Λαφαζάνης ηταν απο τους τυπους του φευγουμε απο τον #ΣΥΡΙΖΑ_ξεφτιλες για δικο μας κομμα τωρα π γυρναει κ ο κοσμος θ τσιμπαγε για ν μας ξαναβαλει βουλη να τα αρπάζουμε παιξτο κ λιγο φιλοπουτιν για σανο κ μια χαρα ουστ #λαε	NOT
9795	@USER Δεν ξέρω τι στο διάολο είναι αλλά χθες πανηγύριζε τους πόντους του γαύρου, ειρωνευοταν την εξέδρα και τον κόσμο και έριχνε τον τόνο της φωνής του στους πόντους του Παναθηναϊκού.	NOT
1961	@USER πολλές θερμές ευχές Ελένη μου, παντα γερή κ χαρούμενη, πολυχρονη να είσαι	NOT
2372	Aντρεα άλλη φορά να μας προειδοποιείς #giatinparea	NOT
5836	@USER Για κάποιο μουνι καλός είναι μου φαίνεται πιο ακριβές	OFF
4693	Η άλλη την είπε χαλια (γλυκουλα) #shoppingstar	NOT
1335	Aκόμα και τώρα μες το χαμόγελο! Ααα ρε Ρία πόσο ανώτερη όλων είσαι σαν άνθρωπος. Σου άξιζε κάτι καλύτερο, το #survivorgr δε θα είναι σίγουρα το ίδιο χωρίς εσένα!	NOT
8265	Σας το εχω πει οτι μικρη ηθελα να γινω σχεδιαστρια μοδας; #gntmgr	NOT
9263	Πραγματικά ρε Σουζάνα όταν θα πάς για επαγγελματική φωτογράφιση θα έχεις τις φίλες σου να σου λένε πως να στηθεις; Ελεοοοςςςς,δεν είσαι για μοντέλο #GntmGr	NOT
8243	Θρυλικό το ταβερνάκι αυτό ... Νόστιμο ψαράκι και καλές τιμες.#gntmgr	NOT
8004	Είναι κ βλάκες που συγκρίνουν το 2015 που οι μετανάστες περνούσαν τράνζιτ από την Μπανανία μέσα σε 1 24ωρο. Από τα νησιά με παπόρια Πειραιά κ απο εκεί με πούλμαν Ειδομένη. ΤΡΑΒΑ ΨΟΦΑ ΡΕ ΒΛΑΚΑ	OFF
4404	@USER Που είσαι Πινοσετ να μας διδαξεις....	NOT
4017	Σου λένε και να δείχνεις ότι είσαι στεφανωμένος σε κάθε ευκαιρία! 2 πράγματα ταυτόχρονα πάει πολύ!	NOT
10035	@USER Γραψ'τους στα αρχιδια κοριτσαρα.	OFF
3151	@USER Ψαχτηκα και δεν βρήκα μουνί πάνω μου	OFF
390	@USER Καλά ρε, πόσο χρονών είσαι ;	NOT
6719	ΑΝΝΑΜΑΡΙΑ ΥΠΟΚΛΙΝΟΜΑΙ ΕΙΣΑΙ Η ΑΠΟΛΥΤΗ ΜΠΡΑΒΟ ΚΟΥΚΛΑ ΜΟΥ #GNTMgr	NOT
6666	@USER Συριζαίοι μαλακες σανοφαγοι αποθεώνουν μέχρι και τον...Μπέο.	OFF
8732	Η Μαρτινα είναι ρόλος... δεν γίνεται δλδ.... #gntmgr	NOT
3938	"""Η λογική """"εγώ όλα τα έκανα σωστά,εσείς είστε μαλάκες"""" είναι η αναμενόμενη απάντηση του μαλάκα ή του βαλτού να καταστρέψει...-δεν βρήκε να έχει κάνει τίποτε λάθος...πασόκ στα τελευταία στάδια...για να καταστρέψει τον σρζ μια ώρα αρχύτερα...σρζ β.ελλάδας!"""	OFF
1811	@USER Ξεφτίλες μπολσεβίκοι 4χρόνια κάνατε τη χωρα τριτοκοσμική	OFF
3335	γιατί ανοίγω κουβέντα για φεμινισμό σε γυναίκες που βλέπουν 16χρονες με σορτσάκια κ τις κρίνουν; #ταβορ	NOT
9513	@USER Σε ευχομαι να καψουρευτεις ακροδεξιο μωρη κουφαλα και να λιωνεις σαν βουτυρο για παρτι του!να τον παρακαλας να σε βατεψει και αυτος να μην σε καθετε!	OFF
3995	Ο Λεω ειναι λίγο ξινος ή εμένα μου φαίνεται; #masterchefgr_xeftiles	NOT
9815	@USER Έχεις δίκιο...και το χειρότερο είναι ότι εσείς οι ίδιες οι γυναίκες τους κράζετε,κι όμως συνεχίζουν...	NOT
2218	Είναι διαφορετικό να σου κλέβει ένας φτωχομπινές γύφτος τα σκουλαρίκια από το να σου παίρνει όλο το σπίτι ένας πλουσιομπινές. Όταν σε κλέβει ο πλουσιομπινές αποκτάς κύρος νοικοκυραίου! Και πάνω απ' όλα δεν είναι γύφτος. Στην καταγωγή εννοώ! #εκλογές #ΝΔ_ξεφτιλες	OFF
8906	@USER Αυτού του είδους οι αντιδράσεις (σε Διαβατά, Γιαννιτσά, Λέρο κι αλλού) θα πρέπει να προβληματίσουν την κυβέρνηση, μήπως κάνει κάποιο λάθος στους χειρισμούς της ή μήπως θα πρέπει να τρέξει περισσότερο κάποια πράγματα ώστε να ξαναβρεθεί σε αρμονία με το λαϊκό αίσθημα.	NOT
7452	Φραγκοσυριανή - Αριστοτέλης Ρήγας G Spot ft. Χρύσα Κατσαρίνη #GNTMgr	NOT
7656	χωσε αννα μαρια! #gntmgr	NOT
4891	#erwtasmeta αχ βρε γιωργο μου. β(γ)αλε κατι πιο ανετο και κανε την ομελετα	NOT
5872	"""""""Με όλα τα πουλιά τα πάει καλά η Κέισι"""" Άννα-Μαρία 2019 μ.Χ #gntmgr"""	OFF
8508	Σουζανα χαχαχαχα βλήμα #gntmgr	OFF
3663	@USER Μαλακας είσαι φίλε μου. Για να τελειώνουμε.	OFF
3964	"""Η σε διατεταγμένη υπηρεσία, Δικαιοσύνη εξακολουθεί να """"ψηφίζει"""" μνημόνια. Ούτε τη Λαγκάρντ δεν ακούνε. Βέβαια οι δικοί τους μισθοί αποκαταστάθηκαν πλήρως. Τσέπωσαν και αναδρομικά. Μιά χαρά ανεξάρτητοι-εξαρτημένοι είναι."""	NOT
329	@USER Το να είσαι δήμαρχος δε σημαίνει ότι πρέπει να είσαι συνέχεια στο δήμο σου...έλλειπε αρκετές φορές σε δουλειές για το δήμο στο εξωτερικό..απ' όσο θυμάμαι στη φωτιά στο Μάτι, τα ΜΜΕ κυνήγαγαν τον @USER, ενώ ο ίδιος απέφευγε να κάνει δηλώσεις πριν διευθετηθει το θεμα.	NOT
9212	@USER Ενημέρωση: στ'αρχίδια μας	OFF
485	@USER Και αντι να την χωσουν μονομιας στο πιο βαθυ μπουντρουμι της γης και να την αφησουν να την φανε οι αρουραιοι, την πληρωνουνε κι ολας την ΠΟΥΤΑΝΑ.	OFF
9912	Ε όχι ότι αγαπώ Αλκίνοο αλλά μου φαίνεται ότι ο Παπατσακωνας του φέρνει λίγο. Βασικά μου τον θυμίζει στα νιάτα του #XFactorGR	NOT
